# nspin         1
# kick mode    0
# kick strength    0.005000000000
# dim           3
# pol(1)           1.000000000000    0.000000000000    0.000000000000
# pol(2)           0.000000000000    1.000000000000    0.000000000000
# pol(3)           0.000000000000    0.000000000000    1.000000000000
# direction    1
# Equiv. axes  0
# wprime           0.000000000000    0.000000000000    1.000000000000
# kick time        0.000000000000
#%
# Number of time steps =    10000
# PropagationSpectrumDampMode   =    2
# PropagationSpectrumDampFactor =    -1.0000
# PropagationSpectrumStartTime  =     0.0000
# PropagationSpectrumEndTime    =   200.0000
# PropagationSpectrumMinEnergy  =     0.0000
# PropagationSpectrumMaxEnergy  =     0.7350
# PropagationSpectrumEnergyStep =     0.0004
#%
# Electronic sum rule       =         3.822896
# Static polarizability (from sum rule) =        14.059382 b
#%
#       Energy        sigma(1, nspin=1)   sigma(2, nspin=1)   sigma(3, nspin=1)   StrengthFunction(1)
#        [H]                [b^2]               [b^2]               [b^2]               [1/H]        
      0.34176873E-01      0.34100573E-04      0.39249501E-05     -0.50607991E-06      0.23673725E-03
      0.34544366E-01      0.34818046E-04      0.38873577E-05     -0.50119637E-06      0.24171819E-03
      0.34911859E-01      0.35522374E-04      0.38499569E-05     -0.49633439E-06      0.24660786E-03
      0.35279352E-01      0.36213434E-04      0.38128745E-05     -0.49151018E-06      0.25140542E-03
      0.35646846E-01      0.36891250E-04      0.37762322E-05     -0.48673931E-06      0.25611104E-03
      0.36014339E-01      0.37555992E-04      0.37401464E-05     -0.48203668E-06      0.26072589E-03
      0.36381832E-01      0.38207984E-04      0.37047280E-05     -0.47741647E-06      0.26525224E-03
      0.36749325E-01      0.38847704E-04      0.36700821E-05     -0.47289210E-06      0.26969338E-03
      0.37116819E-01      0.39475785E-04      0.36363076E-05     -0.46847623E-06      0.27405372E-03
      0.37484312E-01      0.40093017E-04      0.36034973E-05     -0.46418069E-06      0.27833875E-03
      0.37851805E-01      0.40700345E-04      0.35717373E-05     -0.46001650E-06      0.28255502E-03
      0.38219298E-01      0.41298869E-04      0.35411071E-05     -0.45599381E-06      0.28671016E-03
      0.38586792E-01      0.41889839E-04      0.35116796E-05     -0.45212190E-06      0.29081287E-03
      0.38954285E-01      0.42474654E-04      0.34835207E-05     -0.44840917E-06      0.29487284E-03
      0.39321778E-01      0.43054855E-04      0.34566892E-05     -0.44486315E-06      0.29890079E-03
      0.39689271E-01      0.43632120E-04      0.34312372E-05     -0.44149044E-06      0.30290835E-03
      0.40056765E-01      0.44208259E-04      0.34072095E-05     -0.43829676E-06      0.30690809E-03
      0.40424258E-01      0.44785201E-04      0.33846439E-05     -0.43528691E-06      0.31091342E-03
      0.40791751E-01      0.45364992E-04      0.33635715E-05     -0.43246483E-06      0.31493851E-03
      0.41159244E-01      0.45949779E-04      0.33440161E-05     -0.42983354E-06      0.31899829E-03
      0.41526738E-01      0.46541803E-04      0.33259949E-05     -0.42739521E-06      0.32310831E-03
      0.41894231E-01      0.47143384E-04      0.33095183E-05     -0.42515112E-06      0.32728469E-03
      0.42261724E-01      0.47756913E-04      0.32945901E-05     -0.42310174E-06      0.33154400E-03
      0.42629217E-01      0.48384834E-04      0.32812075E-05     -0.42124671E-06      0.33590323E-03
      0.42996711E-01      0.49029633E-04      0.32693618E-05     -0.41958484E-06      0.34037964E-03
      0.43364204E-01      0.49693822E-04      0.32590378E-05     -0.41811421E-06      0.34499066E-03
      0.43731697E-01      0.50379925E-04      0.32502148E-05     -0.41683212E-06      0.34975380E-03
      0.44099190E-01      0.51090458E-04      0.32428663E-05     -0.41573518E-06      0.35468656E-03
      0.44466684E-01      0.51827921E-04      0.32369606E-05     -0.41481931E-06      0.35980626E-03
      0.44834177E-01      0.52594774E-04      0.32324606E-05     -0.41407978E-06      0.36513000E-03
      0.45201670E-01      0.53393422E-04      0.32293248E-05     -0.41351126E-06      0.37067448E-03
      0.45569163E-01      0.54226204E-04      0.32275070E-05     -0.41310783E-06      0.37645592E-03
      0.45936657E-01      0.55095367E-04      0.32269567E-05     -0.41286308E-06      0.38248993E-03
      0.46304150E-01      0.56003057E-04      0.32276197E-05     -0.41277006E-06      0.38879141E-03
      0.46671643E-01      0.56951299E-04      0.32294383E-05     -0.41282141E-06      0.39537442E-03
      0.47039137E-01      0.57941983E-04      0.32323514E-05     -0.41300936E-06      0.40225207E-03
      0.47406630E-01      0.58976846E-04      0.32362951E-05     -0.41332576E-06      0.40943642E-03
      0.47774123E-01      0.60057459E-04      0.32412031E-05     -0.41376218E-06      0.41693839E-03
      0.48141616E-01      0.61185211E-04      0.32470069E-05     -0.41430989E-06      0.42476761E-03
      0.48509110E-01      0.62361299E-04      0.32536360E-05     -0.41495995E-06      0.43293239E-03
      0.48876603E-01      0.63586708E-04      0.32610186E-05     -0.41570324E-06      0.44143958E-03
      0.49244096E-01      0.64862208E-04      0.32690818E-05     -0.41653051E-06      0.45029452E-03
      0.49611589E-01      0.66188337E-04      0.32777518E-05     -0.41743240E-06      0.45950093E-03
      0.49979083E-01      0.67565393E-04      0.32869544E-05     -0.41839952E-06      0.46906091E-03
      0.50346576E-01      0.68993427E-04      0.32966154E-05     -0.41942248E-06      0.47897478E-03
      0.50714069E-01      0.70472236E-04      0.33066607E-05     -0.42049192E-06      0.48924115E-03
      0.51081562E-01      0.72001353E-04      0.33170169E-05     -0.42159856E-06      0.49985678E-03
      0.51449056E-01      0.73580049E-04      0.33276113E-05     -0.42273323E-06      0.51081660E-03
      0.51816549E-01      0.75207326E-04      0.33383725E-05     -0.42388694E-06      0.52211369E-03
      0.52184042E-01      0.76881918E-04      0.33492304E-05     -0.42505088E-06      0.53373925E-03
      0.52551535E-01      0.78602291E-04      0.33601166E-05     -0.42621647E-06      0.54568264E-03
      0.52919029E-01      0.80366643E-04      0.33709650E-05     -0.42737539E-06      0.55793134E-03
      0.53286522E-01      0.82172911E-04      0.33817114E-05     -0.42851963E-06      0.57047104E-03
      0.53654015E-01      0.84018775E-04      0.33922941E-05     -0.42964147E-06      0.58328563E-03
      0.54021508E-01      0.85901664E-04      0.34026543E-05     -0.43073359E-06      0.59635726E-03
      0.54389002E-01      0.87818766E-04      0.34127359E-05     -0.43178899E-06      0.60966640E-03
      0.54756495E-01      0.89767038E-04      0.34224858E-05     -0.43280112E-06      0.62319194E-03
      0.55123988E-01      0.91743218E-04      0.34318543E-05     -0.43376381E-06      0.63691122E-03
      0.55491481E-01      0.93743838E-04      0.34407950E-05     -0.43467137E-06      0.65080018E-03
      0.55858975E-01      0.95765240E-04      0.34492650E-05     -0.43551852E-06      0.66483340E-03
      0.56226468E-01      0.97803591E-04      0.34572250E-05     -0.43630048E-06      0.67898430E-03
      0.56593961E-01      0.99854902E-04      0.34646395E-05     -0.43701293E-06      0.69322517E-03
      0.56961454E-01      0.10191505E-03      0.34714765E-05     -0.43765206E-06      0.70752737E-03
      0.57328948E-01      0.10397978E-03      0.34777083E-05     -0.43821453E-06      0.72186144E-03
      0.57696441E-01      0.10604477E-03      0.34833105E-05     -0.43869752E-06      0.73619727E-03
      0.58063934E-01      0.10810561E-03      0.34882631E-05     -0.43909869E-06      0.75050423E-03
      0.58431427E-01      0.11015782E-03      0.34925497E-05     -0.43941621E-06      0.76475135E-03
      0.58798921E-01      0.11219692E-03      0.34961579E-05     -0.43964876E-06      0.77890748E-03
      0.59166414E-01      0.11421843E-03      0.34990789E-05     -0.43979548E-06      0.79294146E-03
      0.59533907E-01      0.11621788E-03      0.35013081E-05     -0.43985604E-06      0.80682230E-03
      0.59901400E-01      0.11819086E-03      0.35028441E-05     -0.43983053E-06      0.82051934E-03
      0.60268894E-01      0.12013302E-03      0.35036896E-05     -0.43971956E-06      0.83400246E-03
      0.60636387E-01      0.12204013E-03      0.35038506E-05     -0.43952414E-06      0.84724223E-03
      0.61003880E-01      0.12390807E-03      0.35033365E-05     -0.43924575E-06      0.86021009E-03
      0.61371373E-01      0.12573288E-03      0.35021601E-05     -0.43888628E-06      0.87287852E-03
      0.61738867E-01      0.12751078E-03      0.35003372E-05     -0.43844802E-06      0.88522124E-03
      0.62106360E-01      0.12923817E-03      0.34978868E-05     -0.43793362E-06      0.89721335E-03
      0.62473853E-01      0.13091169E-03      0.34948306E-05     -0.43734613E-06      0.90883149E-03
      0.62841346E-01      0.13252823E-03      0.34911930E-05     -0.43668890E-06      0.92005400E-03
      0.63208840E-01      0.13408492E-03      0.34870009E-05     -0.43596560E-06      0.93086109E-03
      0.63576333E-01      0.13557921E-03      0.34822836E-05     -0.43518022E-06      0.94123495E-03
      0.63943826E-01      0.13700884E-03      0.34770724E-05     -0.43433696E-06      0.95115987E-03
      0.64311319E-01      0.13837186E-03      0.34714004E-05     -0.43344031E-06      0.96062240E-03
      0.64678813E-01      0.13966667E-03      0.34653028E-05     -0.43249492E-06      0.96961143E-03
      0.65046306E-01      0.14089203E-03      0.34588158E-05     -0.43150567E-06      0.97811826E-03
      0.65413799E-01      0.14204705E-03      0.34519771E-05     -0.43047755E-06      0.98613673E-03
      0.65781292E-01      0.14313120E-03      0.34448257E-05     -0.42941571E-06      0.99366326E-03
      0.66148786E-01      0.14414435E-03      0.34374011E-05     -0.42832538E-06      0.10006969E-02
      0.66516279E-01      0.14508675E-03      0.34297436E-05     -0.42721188E-06      0.10072394E-02
      0.66883772E-01      0.14595904E-03      0.34218939E-05     -0.42608055E-06      0.10132951E-02
      0.67251265E-01      0.14676224E-03      0.34138929E-05     -0.42493676E-06      0.10188711E-02
      0.67618759E-01      0.14749775E-03      0.34057816E-05     -0.42378586E-06      0.10239773E-02
      0.67986252E-01      0.14816738E-03      0.33976007E-05     -0.42263319E-06      0.10286261E-02
      0.68353745E-01      0.14877329E-03      0.33893906E-05     -0.42148398E-06      0.10328325E-02
      0.68721238E-01      0.14931800E-03      0.33811909E-05     -0.42034342E-06      0.10366141E-02
      0.69088732E-01      0.14980442E-03      0.33730408E-05     -0.41921656E-06      0.10399909E-02
      0.69456225E-01      0.15023576E-03      0.33649782E-05     -0.41810832E-06      0.10429854E-02
      0.69823718E-01      0.15061559E-03      0.33570401E-05     -0.41702347E-06      0.10456223E-02
      0.70191212E-01      0.15094775E-03      0.33492621E-05     -0.41596660E-06      0.10479283E-02
      0.70558705E-01      0.15123640E-03      0.33416784E-05     -0.41494209E-06      0.10499322E-02
      0.70926198E-01      0.15148593E-03      0.33343216E-05     -0.41395413E-06      0.10516646E-02
      0.71293691E-01      0.15170100E-03      0.33272226E-05     -0.41300666E-06      0.10531576E-02
      0.71661185E-01      0.15188644E-03      0.33204106E-05     -0.41210337E-06      0.10544450E-02
      0.72028678E-01      0.15204728E-03      0.33139126E-05     -0.41124769E-06      0.10555616E-02
      0.72396171E-01      0.15218872E-03      0.33077538E-05     -0.41044280E-06      0.10565435E-02
      0.72763664E-01      0.15231603E-03      0.33019571E-05     -0.40969156E-06      0.10574274E-02
      0.73131158E-01      0.15243461E-03      0.32965434E-05     -0.40899656E-06      0.10582506E-02
      0.73498651E-01      0.15254988E-03      0.32915310E-05     -0.40836007E-06      0.10590509E-02
      0.73866144E-01      0.15266730E-03      0.32869363E-05     -0.40778406E-06      0.10598660E-02
      0.74233637E-01      0.15279226E-03      0.32827730E-05     -0.40727020E-06      0.10607335E-02
      0.74601131E-01      0.15293015E-03      0.32790526E-05     -0.40681982E-06      0.10616908E-02
      0.74968624E-01      0.15308623E-03      0.32757841E-05     -0.40643395E-06      0.10627743E-02
      0.75336117E-01      0.15326562E-03      0.32729742E-05     -0.40611329E-06      0.10640197E-02
      0.75703610E-01      0.15347329E-03      0.32706273E-05     -0.40585823E-06      0.10654614E-02
      0.76071104E-01      0.15371398E-03      0.32687452E-05     -0.40566886E-06      0.10671324E-02
      0.76438597E-01      0.15399222E-03      0.32673274E-05     -0.40554495E-06      0.10690640E-02
      0.76806090E-01      0.15431221E-03      0.32663714E-05     -0.40548596E-06      0.10712855E-02
      0.77173583E-01      0.15467789E-03      0.32658722E-05     -0.40549108E-06      0.10738242E-02
      0.77541077E-01      0.15509281E-03      0.32658226E-05     -0.40555919E-06      0.10767047E-02
      0.77908570E-01      0.15556016E-03      0.32662134E-05     -0.40568892E-06      0.10799492E-02
      0.78276063E-01      0.15608273E-03      0.32670335E-05     -0.40587861E-06      0.10835770E-02
      0.78643556E-01      0.15666285E-03      0.32682697E-05     -0.40612636E-06      0.10876044E-02
      0.79011050E-01      0.15730241E-03      0.32699071E-05     -0.40643005E-06      0.10920444E-02
      0.79378543E-01      0.15800280E-03      0.32719290E-05     -0.40678730E-06      0.10969068E-02
      0.79746036E-01      0.15876491E-03      0.32743171E-05     -0.40719554E-06      0.11021976E-02
      0.80113529E-01      0.15958911E-03      0.32770517E-05     -0.40765202E-06      0.11079195E-02
      0.80481023E-01      0.16047522E-03      0.32801117E-05     -0.40815380E-06      0.11140711E-02
      0.80848516E-01      0.16142252E-03      0.32834746E-05     -0.40869777E-06      0.11206476E-02
      0.81216009E-01      0.16242972E-03      0.32871172E-05     -0.40928069E-06      0.11276399E-02
      0.81583502E-01      0.16349497E-03      0.32910151E-05     -0.40989921E-06      0.11350352E-02
      0.81950996E-01      0.16461585E-03      0.32951429E-05     -0.41054985E-06      0.11428167E-02
      0.82318489E-01      0.16578938E-03      0.32994749E-05     -0.41122906E-06      0.11509637E-02
      0.82685982E-01      0.16701201E-03      0.33039846E-05     -0.41193321E-06      0.11594516E-02
      0.83053475E-01      0.16827963E-03      0.33086451E-05     -0.41265864E-06      0.11682519E-02
      0.83420969E-01      0.16958762E-03      0.33134296E-05     -0.41340164E-06      0.11773324E-02
      0.83788462E-01      0.17093080E-03      0.33183107E-05     -0.41415849E-06      0.11866572E-02
      0.84155955E-01      0.17230351E-03      0.33232613E-05     -0.41492550E-06      0.11961870E-02
      0.84523448E-01      0.17369959E-03      0.33282544E-05     -0.41569897E-06      0.12058790E-02
      0.84890942E-01      0.17511244E-03      0.33332634E-05     -0.41647527E-06      0.12156874E-02
      0.85258435E-01      0.17653501E-03      0.33382620E-05     -0.41725081E-06      0.12255634E-02
      0.85625928E-01      0.17795988E-03      0.33432244E-05     -0.41802210E-06      0.12354553E-02
      0.85993421E-01      0.17937927E-03      0.33481258E-05     -0.41878572E-06      0.12453092E-02
      0.86360915E-01      0.18078508E-03      0.33529417E-05     -0.41953835E-06      0.12550687E-02
      0.86728408E-01      0.18216891E-03      0.33576489E-05     -0.42027682E-06      0.12646758E-02
      0.87095901E-01      0.18352218E-03      0.33622250E-05     -0.42099807E-06      0.12740706E-02
      0.87463394E-01      0.18483608E-03      0.33666488E-05     -0.42169920E-06      0.12831921E-02
      0.87830888E-01      0.18610169E-03      0.33709003E-05     -0.42237747E-06      0.12919784E-02
      0.88198381E-01      0.18731000E-03      0.33749606E-05     -0.42303030E-06      0.13003669E-02
      0.88565874E-01      0.18845197E-03      0.33788124E-05     -0.42365530E-06      0.13082948E-02
      0.88933367E-01      0.18951858E-03      0.33824396E-05     -0.42425026E-06      0.13156996E-02
      0.89300861E-01      0.19050091E-03      0.33858276E-05     -0.42481317E-06      0.13225192E-02
      0.89668354E-01      0.19139015E-03      0.33889635E-05     -0.42534224E-06      0.13286926E-02
      0.90035847E-01      0.19217769E-03      0.33918358E-05     -0.42583585E-06      0.13341600E-02
      0.90403340E-01      0.19285518E-03      0.33944346E-05     -0.42629263E-06      0.13388633E-02
      0.90770834E-01      0.19341456E-03      0.33967518E-05     -0.42671140E-06      0.13427467E-02
      0.91138327E-01      0.19384815E-03      0.33987806E-05     -0.42709122E-06      0.13457568E-02
      0.91505820E-01      0.19414866E-03      0.34005161E-05     -0.42743135E-06      0.13478431E-02
      0.91873313E-01      0.19430930E-03      0.34019551E-05     -0.42773128E-06      0.13489583E-02
      0.92240807E-01      0.19432378E-03      0.34030958E-05     -0.42799071E-06      0.13490588E-02
      0.92608300E-01      0.19418640E-03      0.34039383E-05     -0.42820957E-06      0.13481051E-02
      0.92975793E-01      0.19389207E-03      0.34044840E-05     -0.42838799E-06      0.13460617E-02
      0.93343287E-01      0.19343637E-03      0.34047360E-05     -0.42852629E-06      0.13428981E-02
      0.93710780E-01      0.19281559E-03      0.34046990E-05     -0.42862504E-06      0.13385885E-02
      0.94078273E-01      0.19202677E-03      0.34043790E-05     -0.42868497E-06      0.13331122E-02
      0.94445766E-01      0.19106772E-03      0.34037837E-05     -0.42870700E-06      0.13264542E-02
      0.94813260E-01      0.18993710E-03      0.34029218E-05     -0.42869224E-06      0.13186051E-02
      0.95180753E-01      0.18863438E-03      0.34018035E-05     -0.42864198E-06      0.13095612E-02
      0.95548246E-01      0.18715992E-03      0.34004402E-05     -0.42855767E-06      0.12993250E-02
      0.95915739E-01      0.18551496E-03      0.33988445E-05     -0.42844089E-06      0.12879051E-02
      0.96283233E-01      0.18370163E-03      0.33970299E-05     -0.42829339E-06      0.12753164E-02
      0.96650726E-01      0.18172300E-03      0.33950109E-05     -0.42811704E-06      0.12615801E-02
      0.97018219E-01      0.17958304E-03      0.33928032E-05     -0.42791383E-06      0.12467238E-02
      0.97385712E-01      0.17728663E-03      0.33904228E-05     -0.42768586E-06      0.12307813E-02
      0.97753206E-01      0.17483956E-03      0.33878867E-05     -0.42743531E-06      0.12137930E-02
      0.98120699E-01      0.17224854E-03      0.33852125E-05     -0.42716447E-06      0.11958053E-02
      0.98488192E-01      0.16952114E-03      0.33824182E-05     -0.42687567E-06      0.11768708E-02
      0.98855685E-01      0.16666580E-03      0.33795223E-05     -0.42657132E-06      0.11570481E-02
      0.99223179E-01      0.16369178E-03      0.33765434E-05     -0.42625384E-06      0.11364015E-02
      0.99590672E-01      0.16060917E-03      0.33735006E-05     -0.42592572E-06      0.11150010E-02
      0.99958165E-01      0.15742878E-03      0.33704128E-05     -0.42558943E-06      0.10929217E-02
      0.10032566E+00      0.15416217E-03      0.33672990E-05     -0.42524745E-06      0.10702439E-02
      0.10069315E+00      0.15082157E-03      0.33641782E-05     -0.42490227E-06      0.10470523E-02
      0.10106064E+00      0.14741980E-03      0.33610691E-05     -0.42455635E-06      0.10234362E-02
      0.10142814E+00      0.14397028E-03      0.33579900E-05     -0.42421208E-06      0.99948846E-03
